Measure Name,Year,Period,Value
Construction Value of Building Applications Received (All Types),2015,May,730800000
Construction Value of Building Applications Received (All Types),2015,Jun,781000000
Construction Value of Building Applications Received (All Types),2015,Jul,401200000
Construction Value of Building Applications Received (All Types),2015,Aug,923300000
Construction Value of Building Applications Received (All Types),2015,Sep,701100000
Construction Value of Building Applications Received (All Types),2015,Oct,544200000
Construction Value of Building Applications Received (All Types),2015,Nov,740300000
Construction Value of Building Applications Received (All Types),2015,Dec,796800000
Construction Value of Building Applications Received (All Types),2016,Jan,226400000
Construction Value of Building Applications Received (All Types),2016,Feb,571300000
Construction Value of Building Applications Received (All Types),2016,Mar,828100000
Construction Value of Building Applications Received (All Types),2016,Apr,601400000
Construction Value of Building Applications Received (All Types),2016,May,867000000
Construction Value of Building Applications Received (All Types),2016,Jun,530900000
Construction Value of Building Applications Received (All Types),2016,Jul,372000000
Construction Value of Building Applications Received (All Types),2016,Aug,991600000
Construction Value of Building Applications Received (All Types),2016,Sep,380700000
Construction Value of Building Applications Received (All Types),2016,Oct,720800000
Construction Value of Building Applications Received (All Types),2016,Nov,989300000
Construction Value of Building Applications Received (All Types),2016,Dec,2223000000
Construction Value of Building Applications Received (All Types),2017,Jan,591770915
Construction Value of Building Applications Received (All Types),2017,Feb,495809585
Construction Value of Building Applications Received (All Types),2017,Mar,1249756502
Construction Value of Building Applications Received (All Types),2017,Apr,812731972
Construction Value of Building Applications Received (All Types),2017,May,2175748889
Construction Value of Building Applications Received (All Types),2017,Jun,938027095
Construction Value of Building Applications Received (All Types),2017,Jul,1386734215
Construction Value of Building Applications Received (All Types),2017,Aug,2528554560
Construction Value of Building Applications Received (All Types),2017,Sep,869606689
Construction Value of Building Applications Received (All Types),2017,Oct,1243064914
Construction Value of Building Applications Received (All Types),2017,Nov,1433710984
Construction Value of Building Applications Received (All Types),2017,Dec,1939840533
Construction Value of Building Applications Received (All Types),2018,Jan,638742550
Construction Value of Building Applications Received (All Types),2018,Feb,682499491
Construction Value of Building Applications Received (All Types),2018,Mar,881237984
Construction Value of Building Applications Received (All Types),2018,Apr,1053266579
Construction Value of Building Applications Received (All Types),2018,May,1117741313
Construction Value of Building Applications Received (All Types),2018,Jun,946176172
Construction Value of Building Applications Received (All Types),2018,Jul,1986514539
Construction Value of Building Applications Received (All Types),2018,Aug,2063285246
Construction Value of Building Applications Received (All Types),2018,Sep,2027314981
Construction Value of Building Applications Received (All Types),2018,Oct,1685266628
Construction Value of Building Applications Received (All Types),2018,Nov,1257455605
Construction Value of Building Applications Received (All Types),2018,Dec,2000387080
Construction Value of Building Applications Received (All Types),2019,Jan,1302556357
Construction Value of Building Applications Received (All Types),2019,Feb,378974659
Construction Value of Building Applications Received (All Types),2019,Mar,398417421
Construction Value of Building Applications Received (All Types),2019,Apr,1075531513
Construction Value of Building Applications Received (All Types),2019,May,1747068068
Construction Value of Building Applications Received (All Types),2019,Jun,1112082086
Construction Value of Building Applications Received (All Types),2019,Jul,1793904158
Construction Value of Building Applications Received (All Types),2019,Aug,1163596376
Construction Value of Building Applications Received (All Types),2019,Sep,1686980995
Construction Value of Building Applications Received (All Types),2019,Oct,1349272218
Construction Value of Building Applications Received (All Types),2019,Nov,1103746145
Construction Value of Building Applications Received (All Types),2019,Dec,3385376221
Construction Value of Building Permits Issued (Residential),2007,Jan,111100000
Construction Value of Building Permits Issued (Residential),2007,Feb,108400000
Construction Value of Building Permits Issued (Residential),2007,Mar,60000000
Construction Value of Building Permits Issued (Residential),2007,Apr,156900000
Construction Value of Building Permits Issued (Residential),2007,May,122800000
Construction Value of Building Permits Issued (Residential),2007,Jun,149700000
Construction Value of Building Permits Issued (Residential),2007,Jul,132000000
Construction Value of Building Permits Issued (Residential),2007,Aug,132000000
Construction Value of Building Permits Issued (Residential),2007,Sep,133900000
Construction Value of Building Permits Issued (Residential),2007,Oct,246500000
Construction Value of Building Permits Issued (Residential),2007,Nov,248600000
Construction Value of Building Permits Issued (Residential),2007,Dec,224900000
Construction Value of Building Permits Issued (Residential),2008,Jan,83300000
Construction Value of Building Permits Issued (Residential),2008,Feb,151900000
Construction Value of Building Permits Issued (Residential),2008,Mar,127700000
Construction Value of Building Permits Issued (Residential),2008,Apr,232500000
Construction Value of Building Permits Issued (Residential),2008,May,203800000
Construction Value of Building Permits Issued (Residential),2008,Jun,194800000
Construction Value of Building Permits Issued (Residential),2008,Jul,246000000
Construction Value of Building Permits Issued (Residential),2008,Aug,246000000
Construction Value of Building Permits Issued (Residential),2008,Sep,275600000
Construction Value of Building Permits Issued (Residential),2008,Oct,228000000
Construction Value of Building Permits Issued (Residential),2008,Nov,112900000
Construction Value of Building Permits Issued (Residential),2008,Dec,368100000
Construction Value of Building Permits Issued (Residential),2009,Jan,43500000
Construction Value of Building Permits Issued (Residential),2009,Feb,154900000
Construction Value of Building Permits Issued (Residential),2009,Mar,169900000
Construction Value of Building Permits Issued (Residential),2009,Apr,187400000
Construction Value of Building Permits Issued (Residential),2009,May,344800000
Construction Value of Building Permits Issued (Residential),2009,Jun,210600000
Construction Value of Building Permits Issued (Residential),2009,Jul,14800000
Construction Value of Building Permits Issued (Residential),2009,Aug,157400000
Construction Value of Building Permits Issued (Residential),2009,Sep,132400000
Construction Value of Building Permits Issued (Residential),2009,Oct,152100000
Construction Value of Building Permits Issued (Residential),2009,Nov,213800000
Construction Value of Building Permits Issued (Residential),2009,Dec,379100000
Construction Value of Building Permits Issued (Residential),2010,Jan,375600000
Construction Value of Building Permits Issued (Residential),2010,Feb,85100000
Construction Value of Building Permits Issued (Residential),2010,Mar,148100000
Construction Value of Building Permits Issued (Residential),2010,Apr,155800000
Construction Value of Building Permits Issued (Residential),2010,May,188700000
Construction Value of Building Permits Issued (Residential),2010,Jun,234200000
Construction Value of Building Permits Issued (Residential),2010,Jul,325000000
Construction Value of Building Permits Issued (Residential),2010,Aug,283700000
Construction Value of Building Permits Issued (Residential),2010,Sep,268000000
Construction Value of Building Permits Issued (Residential),2010,Oct,146800000
Construction Value of Building Permits Issued (Residential),2010,Nov,189588000
Construction Value of Building Permits Issued (Residential),2010,Dec,551600000
Construction Value of Building Permits Issued (Residential),2011,Jan,161057000
Construction Value of Building Permits Issued (Residential),2011,Feb,160610000
Construction Value of Building Permits Issued (Residential),2011,Mar,759018000
Construction Value of Building Permits Issued (Residential),2011,Apr,338663000
Construction Value of Building Permits Issued (Residential),2011,May,370835000
Construction Value of Building Permits Issued (Residential),2011,Jun,231705000
Construction Value of Building Permits Issued (Residential),2011,Jul,255600000
Construction Value of Building Permits Issued (Residential),2011,Aug,181300000
Construction Value of Building Permits Issued (Residential),2011,Sep,210800000
Construction Value of Building Permits Issued (Residential),2011,Oct,319700000
Construction Value of Building Permits Issued (Residential),2011,Nov,191300000
Construction Value of Building Permits Issued (Residential),2011,Dec,735300000
Construction Value of Building Permits Issued (Residential),2012,Jan,470600000
Construction Value of Building Permits Issued (Residential),2012,Feb,492100000
Construction Value of Building Permits Issued (Residential),2012,Mar,298500000
Construction Value of Building Permits Issued (Residential),2012,Apr,315000000
Construction Value of Building Permits Issued (Residential),2012,May,226200000
Construction Value of Building Permits Issued (Residential),2012,Jun,261300000
Construction Value of Building Permits Issued (Residential),2012,Jul,234300000
Construction Value of Building Permits Issued (Residential),2012,Aug,234100000
Construction Value of Building Permits Issued (Residential),2012,Sep,121100000
Construction Value of Building Permits Issued (Residential),2012,Oct,194600000
Construction Value of Building Permits Issued (Residential),2012,Nov,167800000
Construction Value of Building Permits Issued (Residential),2012,Dec,107800000
Construction Value of Building Permits Issued (Residential),2013,Jan,284000000
Construction Value of Building Permits Issued (Residential),2013,Feb,243400000
Construction Value of Building Permits Issued (Residential),2013,Mar,272900000
Construction Value of Building Permits Issued (Residential),2013,Apr,409100000
Construction Value of Building Permits Issued (Residential),2013,May,777400000
Construction Value of Building Permits Issued (Residential),2013,Jun,511000000
Construction Value of Building Permits Issued (Residential),2013,Jul,512600000
Construction Value of Building Permits Issued (Residential),2013,Aug,483900000
Construction Value of Building Permits Issued (Residential),2013,Sep,363000000
