Measure Name,Year,Period,Value
Average Actual Hours at Main Job (worked in reference week),2014,Dec,35.94
Average Actual Hours at Main Job (worked in reference week),2015,Jan,35.79
Average Actual Hours at Main Job (worked in reference week),2015,Feb,33.95
Average Actual Hours at Main Job (worked in reference week),2015,Mar,35.74
Average Actual Hours at Main Job (worked in reference week),2015,Apr,36.51
Average Actual Hours at Main Job (worked in reference week),2015,May,35.51
Average Actual Hours at Main Job (worked in reference week),2015,Jun,36.36
Average Actual Hours at Main Job (worked in reference week),2015,Jul,36.57
Average Actual Hours at Main Job (worked in reference week),2015,Aug,36.57
Average Actual Hours at Main Job (worked in reference week),2015,Sep,36.51
Average Actual Hours at Main Job (worked in reference week),2015,Oct,31.31
Average Actual Hours at Main Job (worked in reference week),2015,Nov,35.53
Average Actual Hours at Main Job (worked in reference week),2015,Dec,36.38
Average Actual Hours at Main Job (worked in reference week),2016,Jan,36.45
Average Actual Hours at Main Job (worked in reference week),2016,Feb,34.37
Average Actual Hours at Main Job (worked in reference week),2016,Mar,35.33
Average Actual Hours at Main Job (worked in reference week),2016,Apr,36.05
Average Actual Hours at Main Job (worked in reference week),2016,May,36.04
Average Actual Hours at Main Job (worked in reference week),2016,Jun,36.38
Average Actual Hours at Main Job (worked in reference week),2016,Jul,36.19
Average Actual Hours at Main Job (worked in reference week),2016,Aug,36.39
Average Actual Hours at Main Job (worked in reference week),2016,Sep,36.14
Average Actual Hours at Main Job (worked in reference week),2016,Oct,31.87
Average Actual Hours at Main Job (worked in reference week),2016,Nov,34.86
Average Actual Hours at Main Job (worked in reference week),2016,Dec,36.24
Average Actual Hours at Main Job (worked in reference week),2017,Jan,35.78
Average Actual Hours at Main Job (worked in reference week),2017,Feb,35.24
Average Actual Hours at Main Job (worked in reference week),2017,Mar,35.57
Average Actual Hours at Main Job (worked in reference week),2017,Apr,32.09
Average Actual Hours at Main Job (worked in reference week),2017,May,35.78
Average Actual Hours at Main Job (worked in reference week),2017,Jun,35.88
Average Actual Hours at Main Job (worked in reference week),2017,Jul,35.91
Average Actual Hours at Main Job (worked in reference week),2017,Aug,36.09
Average Actual Hours at Main Job (worked in reference week),2017,Sep,35.98
Average Actual Hours at Main Job (worked in reference week),2017,Oct,32.47
Average Actual Hours at Main Job (worked in reference week),2017,Nov,35.59
Average Actual Hours at Main Job (worked in reference week),2017,Dec,36.35
Average Actual Hours at Main Job (worked in reference week),2018,Jan,35.72
Average Actual Hours at Main Job (worked in reference week),2018,Feb,35.86
Average Actual Hours at Main Job (worked in reference week),2018,Mar,35.62
Average Actual Hours at Main Job (worked in reference week),2018,Apr,36.82
Average Actual Hours at Main Job (worked in reference week),2018,May,36.88
Average Actual Hours at Main Job (worked in reference week),2018,Jun,36.45
Average Actual Hours at Main Job (worked in reference week),2018,Jul,36.61
Average Actual Hours at Main Job (worked in reference week),2018,Aug,36.3
Average Actual Hours at Main Job (worked in reference week),2018,Sep,35.83
Average Actual Hours at Main Job (worked in reference week),2018,Oct,32.15
Average Actual Hours at Main Job (worked in reference week),2018,Nov,35.54
Average Actual Hours at Main Job (worked in reference week),2018,Dec,35.34
Average Actual Hours at Main Job (worked in reference week),2019,Jan,35.59
Average Actual Hours at Main Job (worked in reference week),2019,Feb,35.04
Average Actual Hours at Main Job (worked in reference week),2019,Mar,35.47
Average Actual Hours at Main Job (worked in reference week),2019,Apr,31.03
Average Actual Hours at Main Job (worked in reference week),2019,May,35.95
Average Actual Hours at Main Job (worked in reference week),2019,Jun,36.41
Average Actual Hours at Main Job (worked in reference week),2019,Jul,35.9
Average Actual Hours at Main Job (worked in reference week),2019,Aug,36.28
Average Actual Hours at Main Job (worked in reference week),2019,Sep,36.5
Average Actual Hours at Main Job (worked in reference week),2019,Oct,32.16
Average Actual Hours at Main Job (worked in reference week),2019,Nov,35.34
Average Actual Hours at Main Job (worked in reference week),2019,Dec,36.26
Average Actual Hours at Main Job (worked in reference week),2020,Jan,35.76
Average Actual Hours at Main Job (worked in reference week),2020,Feb,35.22
Average Actual Hours at Main Job (worked in reference week),2020,Mar,35.2
Average Actual Hours at Main Job (worked in reference week),2020,Apr,35.93
Average Actual Hours at Main Job (worked in reference week),2020,May,37.34
Average Actual Hours at Main Job (worked in reference week),2020,Jun,36.54
Percentage who are Self-Employed (Toronto Residents),2007,Jan,0.1506
Percentage who are Self-Employed (Toronto Residents),2007,Feb,0.1557
Percentage who are Self-Employed (Toronto Residents),2007,Mar,0.1584
Percentage who are Self-Employed (Toronto Residents),2007,Apr,0.1607
Percentage who are Self-Employed (Toronto Residents),2007,May,0.1584
Percentage who are Self-Employed (Toronto Residents),2007,Jun,0.1612
Percentage who are Self-Employed (Toronto Residents),2007,Jul,0.1598
Percentage who are Self-Employed (Toronto Residents),2007,Aug,0.1593
Percentage who are Self-Employed (Toronto Residents),2007,Sep,0.1562
Percentage who are Self-Employed (Toronto Residents),2007,Oct,0.154
Percentage who are Self-Employed (Toronto Residents),2007,Nov,0.1536
Percentage who are Self-Employed (Toronto Residents),2007,Dec,0.1573
Percentage who are Self-Employed (Toronto Residents),2008,Jan,0.1615
Percentage who are Self-Employed (Toronto Residents),2008,Feb,0.162
Percentage who are Self-Employed (Toronto Residents),2008,Mar,0.1561
Percentage who are Self-Employed (Toronto Residents),2008,Apr,0.1525
Percentage who are Self-Employed (Toronto Residents),2008,May,0.1485
Percentage who are Self-Employed (Toronto Residents),2008,Jun,0.1481
Percentage who are Self-Employed (Toronto Residents),2008,Jul,0.1475
Percentage who are Self-Employed (Toronto Residents),2008,Aug,0.1558
Percentage who are Self-Employed (Toronto Residents),2008,Sep,0.1656
Percentage who are Self-Employed (Toronto Residents),2008,Oct,0.1708
Percentage who are Self-Employed (Toronto Residents),2008,Nov,0.1752
Percentage who are Self-Employed (Toronto Residents),2008,Dec,0.174
Percentage who are Self-Employed (Toronto Residents),2009,Jan,0.1763
Percentage who are Self-Employed (Toronto Residents),2009,Feb,0.1731
Percentage who are Self-Employed (Toronto Residents),2009,Mar,0.1728
Percentage who are Self-Employed (Toronto Residents),2009,Apr,0.173
Percentage who are Self-Employed (Toronto Residents),2009,May,0.1712
Percentage who are Self-Employed (Toronto Residents),2009,Jun,0.1691
Percentage who are Self-Employed (Toronto Residents),2009,Jul,0.1637
Percentage who are Self-Employed (Toronto Residents),2009,Aug,0.1643
Percentage who are Self-Employed (Toronto Residents),2009,Sep,0.166
Percentage who are Self-Employed (Toronto Residents),2009,Oct,0.1688
Percentage who are Self-Employed (Toronto Residents),2009,Nov,0.1714
Percentage who are Self-Employed (Toronto Residents),2009,Dec,0.1743
Percentage who are Self-Employed (Toronto Residents),2010,Jan,0.1789
Percentage who are Self-Employed (Toronto Residents),2010,Feb,0.1803
Percentage who are Self-Employed (Toronto Residents),2010,Mar,0.1791
Percentage who are Self-Employed (Toronto Residents),2010,Apr,0.1788
Percentage who are Self-Employed (Toronto Residents),2010,May,0.1754
Percentage who are Self-Employed (Toronto Residents),2010,Jun,0.1736
Percentage who are Self-Employed (Toronto Residents),2010,Jul,0.1669
Percentage who are Self-Employed (Toronto Residents),2010,Aug,0.1644
Percentage who are Self-Employed (Toronto Residents),2010,Sep,0.159
Percentage who are Self-Employed (Toronto Residents),2010,Oct,0.157
Percentage who are Self-Employed (Toronto Residents),2010,Nov,0.1607
Percentage who are Self-Employed (Toronto Residents),2010,Dec,0.1603
Percentage who are Self-Employed (Toronto Residents),2011,Jan,0.1652
Percentage who are Self-Employed (Toronto Residents),2011,Feb,0.1624
Percentage who are Self-Employed (Toronto Residents),2011,Mar,0.1637
Percentage who are Self-Employed (Toronto Residents),2011,Apr,0.1616
Percentage who are Self-Employed (Toronto Residents),2011,May,0.1598
Percentage who are Self-Employed (Toronto Residents),2011,Jun,0.1638
Percentage who are Self-Employed (Toronto Residents),2011,Jul,0.1651
Percentage who are Self-Employed (Toronto Residents),2011,Aug,0.1682
Percentage who are Self-Employed (Toronto Residents),2011,Sep,0.1684
Percentage who are Self-Employed (Toronto Residents),2011,Oct,0.1704
Percentage who are Self-Employed (Toronto Residents),2011,Nov,0.1675
Percentage who are Self-Employed (Toronto Residents),2011,Dec,0.1687
Percentage who are Self-Employed (Toronto Residents),2012,Jan,0.1708
Percentage who are Self-Employed (Toronto Residents),2012,Feb,0.1775
Percentage who are Self-Employed (Toronto Residents),2012,Mar,0.1765
Percentage who are Self-Employed (Toronto Residents),2012,Apr,0.1681
Percentage who are Self-Employed (Toronto Residents),2012,May,0.1646
Percentage who are Self-Employed (Toronto Residents),2012,Jun,0.1626
Percentage who are Self-Employed (Toronto Residents),2012,Jul,0.1608
Percentage who are Self-Employed (Toronto Residents),2012,Aug,0.1567
Percentage who are Self-Employed (Toronto Residents),2012,Sep,0.1578
Percentage who are Self-Employed (Toronto Residents),2012,Oct,0.1635
Percentage who are Self-Employed (Toronto Residents),2012,Nov,0.1604
Percentage who are Self-Employed (Toronto Residents),2012,Dec,0.1537
Percentage who are Self-Employed (Toronto Residents),2013,Jan,0.1503
Percentage who are Self-Employed (Toronto Residents),2013,Feb,0.1551
Percentage who are Self-Employed (Toronto Residents),2013,Mar,0.1621
Percentage who are Self-Employed (Toronto Residents),2013,Apr,0.1651
Percentage who are Self-Employed (Toronto Residents),2013,May,0.1674
Percentage who are Self-Employed (Toronto Residents),2013,Jun,0.1664
Percentage who are Self-Employed (Toronto Residents),2013,Jul,0.1687
Percentage who are Self-Employed (Toronto Residents),2013,Aug,0.1665
Percentage who are Self-Employed (Toronto Residents),2013,Sep,0.1663
Percentage who are Self-Employed (Toronto Residents),2013,Oct,0.1589
Percentage who are Self-Employed (Toronto Residents),2013,Nov,0.1585
Percentage who are Self-Employed (Toronto Residents),2013,Dec,0.1549
Percentage who are Self-Employed (Toronto Residents),2014,Jan,0.1569
Percentage who are Self-Employed (Toronto Residents),2014,Feb,0.154
Percentage who are Self-Employed (Toronto Residents),2014,Mar,0.1566
Percentage who are Self-Employed (Toronto Residents),2014,Apr,0.1605
Percentage who are Self-Employed (Toronto Residents),2014,May,0.1621
Percentage who are Self-Employed (Toronto Residents),2014,Jun,0.1607
Percentage who are Self-Employed (Toronto Residents),2014,Jul,0.1575
Percentage who are Self-Employed (Toronto Residents),2014,Aug,0.1603
Percentage who are Self-Employed (Toronto Residents),2014,Sep,0.1598
Percentage who are Self-Employed (Toronto Residents),2014,Oct,0.1615
Percentage who are Self-Employed (Toronto Residents),2014,Nov,0.1589
Percentage who are Self-Employed (Toronto Residents),2014,Dec,0.1613
Percentage who are Self-Employed (Toronto Residents),2015,Jan,0.1649
Percentage who are Self-Employed (Toronto Residents),2015,Feb,0.166
Percentage who are Self-Employed (Toronto Residents),2015,Mar,0.1627
Percentage who are Self-Employed (Toronto Residents),2015,Apr,0.1511
Percentage who are Self-Employed (Toronto Residents),2015,May,0.1494
Percentage who are Self-Employed (Toronto Residents),2015,Jun,0.1502
Percentage who are Self-Employed (Toronto Residents),2015,Jul,0.1562
Percentage who are Self-Employed (Toronto Residents),2015,Aug,0.1585
Percentage who are Self-Employed (Toronto Residents),2015,Sep,0.1685
Percentage who are Self-Employed (Toronto Residents),2015,Oct,0.1749
Percentage who are Self-Employed (Toronto Residents),2015,Nov,0.1795
Percentage who are Self-Employed (Toronto Residents),2015,Dec,0.1766
Percentage who are Self-Employed (Toronto Residents),2016,Jan,0.1763
Percentage who are Self-Employed (Toronto Residents),2016,Feb,0.1773
Percentage who are Self-Employed (Toronto Residents),2016,Mar,0.1735
Percentage who are Self-Employed (Toronto Residents),2016,Apr,0.1698
Percentage who are Self-Employed (Toronto Residents),2016,May,0.1636
Percentage who are Self-Employed (Toronto Residents),2016,Jun,0.1625
Percentage who are Self-Employed (Toronto Residents),2016,Jul,0.1626
Percentage who are Self-Employed (Toronto Residents),2016,Aug,0.1608
Percentage who are Self-Employed (Toronto Residents),2016,Sep,0.1606
Percentage who are Self-Employed (Toronto Residents),2016,Oct,0.1601
Percentage who are Self-Employed (Toronto Residents),2016,Nov,0.1679
Percentage who are Self-Employed (Toronto Residents),2016,Dec,0.1693
Percentage who are Self-Employed (Toronto Residents),2017,Jan,0.1747
Percentage who are Self-Employed (Toronto Residents),2017,Feb,0.1712
Percentage who are Self-Employed (Toronto Residents),2017,Mar,0.1757
Percentage who are Self-Employed (Toronto Residents),2017,Apr,0.1789
Percentage who are Self-Employed (Toronto Residents),2017,May,0.1831
Percentage who are Self-Employed (Toronto Residents),2017,Jun,0.1838
Percentage who are Self-Employed (Toronto Residents),2017,Jul,0.1758
Percentage who are Self-Employed (Toronto Residents),2017,Aug,0.1743
Percentage who are Self-Employed (Toronto Residents),2017,Sep,0.1712
Percentage who are Self-Employed (Toronto Residents),2017,Oct,0.1703
Percentage who are Self-Employed (Toronto Residents),2017,Nov,0.1658
Percentage who are Self-Employed (Toronto Residents),2017,Dec,0.1602
Percentage who are Self-Employed (Toronto Residents),2018,Jan,0.1575
Percentage who are Self-Employed (Toronto Residents),2018,Feb,0.1586
Percentage who are Self-Employed (Toronto Residents),2018,Mar,0.1637
Percentage who are Self-Employed (Toronto Residents),2018,Apr,0.1702
Percentage who are Self-Employed (Toronto Residents),2018,May,0.1718
Percentage who are Self-Employed (Toronto Residents),2018,Jun,0.177
Percentage who are Self-Employed (Toronto Residents),2018,Jul,0.1769
Percentage who are Self-Employed (Toronto Residents),2018,Aug,0.1798
Percentage who are Self-Employed (Toronto Residents),2018,Sep,0.1788
Percentage who are Self-Employed (Toronto Residents),2018,Oct,0.1808
Percentage who are Self-Employed (Toronto Residents),2018,Nov,0.1817
Percentage who are Self-Employed (Toronto Residents),2018,Dec,0.1772
Percentage who are Self-Employed (Toronto Residents),2019,Jan,0.1705
Percentage who are Self-Employed (Toronto Residents),2019,Feb,0.1643
Percentage who are Self-Employed (Toronto Residents),2019,Mar,0.1643
Percentage who are Self-Employed (Toronto Residents),2019,Apr,0.1681
Percentage who are Self-Employed (Toronto Residents),2019,May,0.1723
Percentage who are Self-Employed (Toronto Residents),2019,Jun,0.1759
Percentage who are Self-Employed (Toronto Residents),2019,Jul,0.178
Percentage who are Self-Employed (Toronto Residents),2019,Aug,0.1804
Percentage who are Self-Employed (Toronto Residents),2019,Sep,0.1803
Percentage who are Self-Employed (Toronto Residents),2019,Oct,0.1776
Percentage who are Self-Employed (Toronto Residents),2019,Nov,0.1671
Percentage who are Self-Employed (Toronto Residents),2019,Dec,0.154
Percentage who are Self-Employed (Toronto Residents),2020,Jan,0.1466
Percentage who are Self-Employed (Toronto Residents),2020,Feb,0.1454
Percentage who are Self-Employed (Toronto Residents),2020,Mar,0.1498
Percentage who are Self-Employed (Toronto Residents),2020,Apr,0.1613
Percentage who are Self-Employed (Toronto Residents),2020,May,0.1714
Percentage who are Self-Employed (Toronto Residents),2020,Jun,0.1804
Retail Sales - Toronto CMA (CAD) ,2007,Jan,3926790
Retail Sales - Toronto CMA (CAD) ,2007,Feb,3776196
Retail Sales - Toronto CMA (CAD) ,2007,Mar,4683989
Retail Sales - Toronto CMA (CAD) ,2007,Apr,4680806
Retail Sales - Toronto CMA (CAD) ,2007,May,5338575
Retail Sales - Toronto CMA (CAD) ,2007,Jun,5251133
Retail Sales - Toronto CMA (CAD) ,2007,Jul,4755676
Retail Sales - Toronto CMA (CAD) ,2007,Aug,5005334
Retail Sales - Toronto CMA (CAD) ,2007,Sep,4831523
Retail Sales - Toronto CMA (CAD) ,2007,Oct,4824078
Retail Sales - Toronto CMA (CAD) ,2007,Nov,5121585
Retail Sales - Toronto CMA (CAD) ,2007,Dec,6049660
Retail Sales - Toronto CMA (CAD) ,2008,Jan,4490733
Retail Sales - Toronto CMA (CAD) ,2008,Feb,4249887
Retail Sales - Toronto CMA (CAD) ,2008,Mar,4688505
Retail Sales - Toronto CMA (CAD) ,2008,Apr,5229452
Retail Sales - Toronto CMA (CAD) ,2008,May,5544058
Retail Sales - Toronto CMA (CAD) ,2008,Jun,5332482
Retail Sales - Toronto CMA (CAD) ,2008,Jul,5303354
Retail Sales - Toronto CMA (CAD) ,2008,Aug,5271802
Retail Sales - Toronto CMA (CAD) ,2008,Sep,5103046
Retail Sales - Toronto CMA (CAD) ,2008,Oct,5090350
Retail Sales - Toronto CMA (CAD) ,2008,Nov,4965342
Retail Sales - Toronto CMA (CAD) ,2008,Dec,5645200
Retail Sales - Toronto CMA (CAD) ,2009,Jan,4195853
Retail Sales - Toronto CMA (CAD) ,2009,Feb,3868495
Retail Sales - Toronto CMA (CAD) ,2009,Mar,4525235
Retail Sales - Toronto CMA (CAD) ,2009,Apr,4855833
Retail Sales - Toronto CMA (CAD) ,2009,May,5212968
Retail Sales - Toronto CMA (CAD) ,2009,Jun,5146300
Retail Sales - Toronto CMA (CAD) ,2009,Jul,5138936
Retail Sales - Toronto CMA (CAD) ,2009,Aug,5030248
Retail Sales - Toronto CMA (CAD) ,2009,Sep,5057822
Retail Sales - Toronto CMA (CAD) ,2009,Oct,5128624
Retail Sales - Toronto CMA (CAD) ,2009,Nov,4987636
Retail Sales - Toronto CMA (CAD) ,2009,Dec,6192098
Retail Sales - Toronto CMA (CAD) ,2010,Jan,4464729
Retail Sales - Toronto CMA (CAD) ,2010,Feb,4092289
Retail Sales - Toronto CMA (CAD) ,2010,Mar,5024412
Retail Sales - Toronto CMA (CAD) ,2010,Apr,5190284
Retail Sales - Toronto CMA (CAD) ,2010,May,5471951
Retail Sales - Toronto CMA (CAD) ,2010,Jun,5656962
Retail Sales - Toronto CMA (CAD) ,2010,Jul,5403843
Retail Sales - Toronto CMA (CAD) ,2010,Aug,5256515
Retail Sales - Toronto CMA (CAD) ,2010,Sep,5321137
Retail Sales - Toronto CMA (CAD) ,2010,Oct,5305593
Retail Sales - Toronto CMA (CAD) ,2010,Nov,5555293
Retail Sales - Toronto CMA (CAD) ,2010,Dec,6592855
Retail Sales - Toronto CMA (CAD) ,2011,Jan,4698561
Retail Sales - Toronto CMA (CAD) ,2011,Feb,4483424
Retail Sales - Toronto CMA (CAD) ,2011,Mar,5350232
Retail Sales - Toronto CMA (CAD) ,2011,Apr,5536234
Retail Sales - Toronto CMA (CAD) ,2011,May,5832299
Retail Sales - Toronto CMA (CAD) ,2011,Jun,5991744
Retail Sales - Toronto CMA (CAD) ,2011,Jul,5629082
Retail Sales - Toronto CMA (CAD) ,2011,Aug,5594283
Retail Sales - Toronto CMA (CAD) ,2011,Sep,5630493
Retail Sales - Toronto CMA (CAD) ,2011,Oct,5516732
Retail Sales - Toronto CMA (CAD) ,2011,Nov,5782990
Retail Sales - Toronto CMA (CAD) ,2011,Dec,6878221
Retail Sales - Toronto CMA (CAD) ,2012,Jan,4907437
Retail Sales - Toronto CMA (CAD) ,2012,Feb,4742580
Retail Sales - Toronto CMA (CAD) ,2012,Mar,5592644
Retail Sales - Toronto CMA (CAD) ,2012,Apr,5435425
Retail Sales - Toronto CMA (CAD) ,2012,May,6079745
Retail Sales - Toronto CMA (CAD) ,2012,Jun,6004358
Retail Sales - Toronto CMA (CAD) ,2012,Jul,5450898
Retail Sales - Toronto CMA (CAD) ,2012,Aug,5668148
Retail Sales - Toronto CMA (CAD) ,2012,Sep,5560028
Retail Sales - Toronto CMA (CAD) ,2012,Oct,5524982
Retail Sales - Toronto CMA (CAD) ,2012,Nov,5865102
Retail Sales - Toronto CMA (CAD) ,2012,Dec,6537055
Retail Sales - Toronto CMA (CAD) ,2013,Jan,4858917
Retail Sales - Toronto CMA (CAD) ,2013,Feb,4538398
Retail Sales - Toronto CMA (CAD) ,2013,Mar,5397398
Retail Sales - Toronto CMA (CAD) ,2013,Apr,5634937
Retail Sales - Toronto CMA (CAD) ,2013,May,6342097
Retail Sales - Toronto CMA (CAD) ,2013,Jun,6016846
Retail Sales - Toronto CMA (CAD) ,2013,Jul,5798559
Retail Sales - Toronto CMA (CAD) ,2013,Aug,6051826
Retail Sales - Toronto CMA (CAD) ,2013,Sep,5741777
Retail Sales - Toronto CMA (CAD) ,2013,Oct,5850640
Retail Sales - Toronto CMA (CAD) ,2013,Nov,6094591
Retail Sales - Toronto CMA (CAD) ,2013,Dec,6634624
Retail Sales - Toronto CMA (CAD) ,2014,Jan,5132851
Retail Sales - Toronto CMA (CAD) ,2014,Feb,4713076
Retail Sales - Toronto CMA (CAD) ,2014,Mar,5607666
Retail Sales - Toronto CMA (CAD) ,2014,Apr,6100924
Retail Sales - Toronto CMA (CAD) ,2014,May,6628510
Retail Sales - Toronto CMA (CAD) ,2014,Jun,6371364
Retail Sales - Toronto CMA (CAD) ,2014,Jul,6311517
Retail Sales - Toronto CMA (CAD) ,2014,Aug,6316355
Retail Sales - Toronto CMA (CAD) ,2014,Sep,6200402
Retail Sales - Toronto CMA (CAD) ,2014,Oct,6385412
Retail Sales - Toronto CMA (CAD) ,2014,Nov,6571058
Retail Sales - Toronto CMA (CAD) ,2014,Dec,7215287
Retail Sales - Toronto CMA (CAD) ,2015,Jan,5262173
Retail Sales - Toronto CMA (CAD) ,2015,Feb,4901689
Retail Sales - Toronto CMA (CAD) ,2015,Mar,5946153
Retail Sales - Toronto CMA (CAD) ,2015,Apr,6293223
Retail Sales - Toronto CMA (CAD) ,2015,May,7006763
Retail Sales - Toronto CMA (CAD) ,2015,Jun,6822283
Retail Sales - Toronto CMA (CAD) ,2015,Jul,6770943
Retail Sales - Toronto CMA (CAD) ,2015,Aug,6608328
Retail Sales - Toronto CMA (CAD) ,2015,Sep,6586197
Retail Sales - Toronto CMA (CAD) ,2015,Oct,6677263
Retail Sales - Toronto CMA (CAD) ,2015,Nov,6802617
Retail Sales - Toronto CMA (CAD) ,2015,Dec,7664980
Retail Sales - Toronto CMA (CAD) ,2016,Jan,5821594
Retail Sales - Toronto CMA (CAD) ,2016,Feb,5565435
Retail Sales - Toronto CMA (CAD) ,2016,Mar,6438518
Retail Sales - Toronto CMA (CAD) ,2016,Apr,6832995
Retail Sales - Toronto CMA (CAD) ,2016,May,7242712
Retail Sales - Toronto CMA (CAD) ,2016,Jun,7210763
Retail Sales - Toronto CMA (CAD) ,2016,Jul,7079098
Retail Sales - Toronto CMA (CAD) ,2016,Aug,6953592
Retail Sales - Toronto CMA (CAD) ,2016,Sep,7045207
Retail Sales - Toronto CMA (CAD) ,2016,Oct,7040578
Retail Sales - Toronto CMA (CAD) ,2016,Nov,7443813
Retail Sales - Toronto CMA (CAD) ,2016,Dec,8038896
Retail Sales - Toronto CMA (CAD) ,2017,Jan,6047006
Retail Sales - Toronto CMA (CAD) ,2017,Feb,5877240
Retail Sales - Toronto CMA (CAD) ,2017,Mar,7346302
Retail Sales - Toronto CMA (CAD) ,2017,Apr,7552249
Retail Sales - Toronto CMA (CAD) ,2017,May,8262180
Retail Sales - Toronto CMA (CAD) ,2017,Jun,7870038
Retail Sales - Toronto CMA (CAD) ,2017,Jul,7495264
Retail Sales - Toronto CMA (CAD) ,2017,Aug,7962652
Retail Sales - Toronto CMA (CAD) ,2017,Sep,7638165
Retail Sales - Toronto CMA (CAD) ,2017,Oct,7676976
Retail Sales - Toronto CMA (CAD) ,2017,Nov,8165689
Retail Sales - Toronto CMA (CAD) ,2017,Dec,8431387
Retail Sales - Toronto CMA (CAD) ,2018,Jan,6370830
Retail Sales - Toronto CMA (CAD) ,2018,Feb,6059476
Retail Sales - Toronto CMA (CAD) ,2018,Mar,7522513
Retail Sales - Toronto CMA (CAD) ,2018,Apr,7236680
Retail Sales - Toronto CMA (CAD) ,2018,May,8403376
Retail Sales - Toronto CMA (CAD) ,2018,Jun,8376369
Retail Sales - Toronto CMA (CAD) ,2018,Jul,7754804
Retail Sales - Toronto CMA (CAD) ,2018,Aug,8148005
Retail Sales - Toronto CMA (CAD) ,2018,Sep,7927330
Retail Sales - Toronto CMA (CAD) ,2018,Oct,8292094
Retail Sales - Toronto CMA (CAD) ,2018,Nov,8398986
Retail Sales - Toronto CMA (CAD) ,2018,Dec,8487385
Retail Sales - Toronto CMA (CAD) ,2019,Jan,6528899
Retail Sales - Toronto CMA (CAD) ,2019,Feb,6208761
Retail Sales - Toronto CMA (CAD) ,2019,Mar,7618749
Retail Sales - Toronto CMA (CAD) ,2019,Apr,7785619
Retail Sales - Toronto CMA (CAD) ,2019,May,9014905
Retail Sales - Toronto CMA (CAD) ,2019,Jun,8425000
Retail Sales - Toronto CMA (CAD) ,2019,Jul,8294580
Retail Sales - Toronto CMA (CAD) ,2019,Aug,8247179
Retail Sales - Toronto CMA (CAD) ,2019,Sep,8079618
Retail Sales - Toronto CMA (CAD) ,2019,Oct,8237194
Retail Sales - Toronto CMA (CAD) ,2019,Nov,8743502
Retail Sales - Toronto CMA (CAD) ,2019,Dec,9077944
Retail Sales - Toronto CMA (CAD) ,2020,Jan,6972810
Retail Sales - Toronto CMA (CAD) ,2020,Feb,7000583
Retail Sales - Toronto CMA (CAD) ,2020,Mar,6838290
Retail Sales - Toronto CMA (CAD) ,2020,Apr,4823355
Retail Sales - Toronto CMA (CAD) ,2020,May,5813613
Percentage of Vacant Office Space ,2007,Q1,0.06491
Percentage of Vacant Office Space ,2007,Q2,0.06353
Percentage of Vacant Office Space ,2007,Q3,0.05739
Percentage of Vacant Office Space ,2007,Q4,0.05873
Percentage of Vacant Office Space ,2008,Q1,0.05136
Percentage of Vacant Office Space ,2008,Q2,0.04872
Percentage of Vacant Office Space ,2008,Q3,0.0476
Percentage of Vacant Office Space ,2008,Q4,0.05345
Percentage of Vacant Office Space ,2009,Q1,0.0582
Percentage of Vacant Office Space ,2009,Q2,0.06256
Percentage of Vacant Office Space ,2009,Q3,0.06807
Percentage of Vacant Office Space ,2009,Q4,0.07273
Percentage of Vacant Office Space ,2010,Q1,0.07178
Percentage of Vacant Office Space ,2010,Q2,0.07314
Percentage of Vacant Office Space ,2010,Q3,0.06787
Percentage of Vacant Office Space ,2010,Q4,0.06979
Percentage of Vacant Office Space ,2011,Q1,0.06409
Percentage of Vacant Office Space ,2011,Q2,0.06157
Percentage of Vacant Office Space ,2011,Q3,0.05551
Percentage of Vacant Office Space ,2011,Q4,0.05368
Percentage of Vacant Office Space ,2012,Q1,0.05526
Percentage of Vacant Office Space ,2012,Q2,0.05445
Percentage of Vacant Office Space ,2012,Q3,0.0539
Percentage of Vacant Office Space ,2012,Q4,0.05576
Percentage of Vacant Office Space ,2013,Q1,0.05496
Percentage of Vacant Office Space ,2013,Q2,0.05293
Percentage of Vacant Office Space ,2013,Q3,0.05723
Percentage of Vacant Office Space ,2013,Q4,0.06092
Percentage of Vacant Office Space ,2014,Q1,0.06669
Percentage of Vacant Office Space ,2014,Q2,0.06532
Percentage of Vacant Office Space ,2014,Q3,0.06087
Percentage of Vacant Office Space ,2014,Q4,0.06074
Percentage of Vacant Office Space ,2015,Q1,0.06188
Percentage of Vacant Office Space ,2015,Q2,0.06183
Percentage of Vacant Office Space ,2015,Q3,0.05928
Percentage of Vacant Office Space ,2015,Q4,0.05963
Percentage of Vacant Office Space ,2016,Q1,0.0599
Percentage of Vacant Office Space ,2016,Q2,0.05725
Percentage of Vacant Office Space ,2016,Q3,0.05688
Percentage of Vacant Office Space ,2016,Q4,0.05673
Percentage of Vacant Office Space ,2017,Q1,0.05199
Percentage of Vacant Office Space ,2017,Q2,0.05218
Percentage of Vacant Office Space ,2017,Q3,0.04741
Percentage of Vacant Office Space ,2017,Q4,0.05024
Percentage of Vacant Office Space ,2018,Q1,0.04723
Percentage of Vacant Office Space ,2018,Q2,0.04703
Percentage of Vacant Office Space ,2018,Q3,0.04517
Percentage of Vacant Office Space ,2018,Q4,0.04177
Percentage of Vacant Office Space ,2019,Q1,0.0411
Percentage of Vacant Office Space ,2019,Q2,0.0415
Percentage of Vacant Office Space ,2019,Q3,0.0407
Percentage of Vacant Office Space ,2019,Q4,0.0386
